municipi;col;r;c;value;status
Torrent;Altitud (m);841;3;44;
Torrent;Superfície (km²);841;4;7,96;
Torrent;Població;841;5;181;
Torres de Segre;Comarca;842;1;Segrià;
Torres de Segre;Codi;842;2;252326;
Torres de Segre;Altitud (m);842;3;119;
Torres de Segre;Superfície (km²);842;4;50,61;
Torres de Segre;Població;842;5;2295;
Torre-serona;Comarca;843;1;Segrià;
Torre-serona;Codi;843;2;252332;
Torre-serona;Altitud (m);843;3;197;
Torre-serona;Superfície (km²);843;4;5,89;
Torre-serona;Població;843;5;419;
Torroella de Fluvià;Comarca;844;1;Alt Empordà;
Torroella de Fluvià;Codi;844;2;171984;
Torroella de Fluvià;Altitud (m);844;3;9;
Torroella de Fluvià;Superfície (km²);844;4;16,85;
Torroella de Fluvià;Població;844;5;774;
Torroella de Montgrí;Comarca;845;1;Baix Empordà;
Torroella de Montgrí;Codi;845;2;171997;
Torroella de Montgrí;Altitud (m);845;3;31;
Torroella de Montgrí;Superfície (km²);845;4;65,93;
Torroella de Montgrí;Població;845;5;12507;
Torroja del Priorat;Comarca;846;1;Priorat;
Torroja del Priorat;Codi;846;2;431541;
Torroja del Priorat;Altitud (m);846;3;332;
Torroja del Priorat;Superfície (km²);846;4;13,16;
Torroja del Priorat;Població;846;5;128;
Tortellà;Comarca;847;1;Garrotxa;
Tortellà;Codi;847;2;172001;
Tortellà;Altitud (m);847;3;276;
Tortellà;Superfície (km²);847;4;11,07;
Tortellà;Població;847;5;848;
Tortosa;Comarca;848;1;Baix Ebre;
Tortosa;Codi;848;2;431554;
Tortosa;Altitud (m);848;3;12;
Tortosa;Superfície (km²);848;4;218,51;
Tortosa;Població;848;5;36258;
Toses;Comarca;849;1;Ripollès;
Toses;Codi;849;2;172018;
Toses;Altitud (m);849;3;1444;
Toses;Superfície (km²);849;4;57,88;
Toses;Població;849;5;198;
Tossa de Mar;Comarca;850;1;Selva;
Tossa de Mar;Codi;850;2;172023;
Tossa de Mar;Altitud (m);850;3;5;
Tossa de Mar;Superfície (km²);850;4;38,58;
Tossa de Mar;Població;850;5;6293;
Tremp;Comarca;851;1;Pallars Jussà;
Tremp;Codi;851;2;252347;
Tremp;Altitud (m);851;3;468;
Tremp;Superfície (km²);851;4;302,82;
Tremp;Població;851;5;6156;
Ullà;Comarca;852;1;Baix Empordà;
Ullà;Codi;852;2;172044;
Ullà;Altitud (m);852;3;21;
Ullà;Superfície (km²);852;4;7,29;
Ullà;Població;852;5;1256;
Ullastrell;Comarca;853;1;Vallès Occidental;
Ullastrell;Codi;853;2;82900;
Ullastrell;Altitud (m);853;3;342;
Ullastrell;Superfície (km²);853;4;7,31;
Ullastrell;Població;853;5;2170;
Ullastret;Comarca;854;1;Baix Empordà;
Ullastret;Codi;854;2;172057;
Ullastret;Altitud (m);854;3;49;
Ullastret;Superfície (km²);854;4;11,09;
Ullastret;Població;854;5;252;
Ulldecona;Comarca;855;1;Montsià;
Ulldecona;Codi;855;2;431567;
Ulldecona;Altitud (m);855;3;133;
Ulldecona;Superfície (km²);855;4;126,88;
Ulldecona;Població;855;5;6814;
Ulldemolins;Comarca;856;1;Priorat;
Ulldemolins;Codi;856;2;431573;
Ulldemolins;Altitud (m);856;3;650;
Ulldemolins;Superfície (km²);856;4;38,17;
Ulldemolins;Població;856;5;390;
Ultramort;Comarca;857;1;Baix Empordà;
Ultramort;Codi;857;2;172039;
Ultramort;Altitud (m);857;3;30;
Ultramort;Superfície (km²);857;4;4,35;
Ultramort;Població;857;5;218;
Urús;Comarca;858;1;Cerdanya;
Urús;Codi;858;2;172060;
Urús;Altitud (m);858;3;1263;
Urús;Superfície (km²);858;4;17,42;
Urús;Població;858;5;201;
Vacarisses;Comarca;859;1;Vallès Occidental;
Vacarisses;Codi;859;2;82917;
Vacarisses;Altitud (m);859;3;382;
Vacarisses;Superfície (km²);859;4;40,7;
Vacarisses;Població;859;5;7710;
Vajol, la;Comarca;860;1;Alt Empordà;
Vajol, la;Codi;860;2;170144;
Vajol, la;Altitud (m);860;3;546;
Vajol, la;Superfície (km²);860;4;4,71;
Vajol, la;Població;860;5;110;
Vall d'en Bas, la;Comarca;861;1;Garrotxa;
Vall d'en Bas, la;Codi;861;2;172076;
Vall d'en Bas, la;Altitud (m);861;3;510;
Vall d'en Bas, la;Superfície (km²);861;4;90,67;
Vall d'en Bas, la;Població;861;5;3265;
Vall de Bianya, la;Comarca;862;1;Garrotxa;
Vall de Bianya, la;Codi;862;2;172082;
Vall de Bianya, la;Altitud (m);862;3;367;
Vall de Bianya, la;Superfície (km²);862;4;93,62;
Vall de Bianya, la;Població;862;5;1342;
Vall de Boí, la;Comarca;863;1;Alta Ribagorça;
Vall de Boí, la;Codi;863;2;250432;
Vall de Boí, la;Altitud (m);863;3;1111;
Vall de Boí, la;Superfície (km²);863;4;219,49;
Vall de Boí, la;Població;863;5;1129;
Vall de Cardós;Comarca;864;1;Pallars Sobirà;
Vall de Cardós;Codi;864;2;259010;
Vall de Cardós;Altitud (m);864;3;898;
Vall de Cardós;Superfície (km²);864;4;56,2;
Vall de Cardós;Població;864;5;391;
Vallbona d'Anoia;Comarca;865;1;Anoia;
Vallbona d'Anoia;Codi;865;2;82922;
Vallbona d'Anoia;Altitud (m);865;3;289;
Vallbona d'Anoia;Superfície (km²);865;4;6,45;
Vallbona d'Anoia;Població;865;5;1420;
Vallbona de les Monges;Comarca;866;1;Urgell;
Vallbona de les Monges;Codi;866;2;252385;
Vallbona de les Monges;Altitud (m);866;3;481;
Vallbona de les Monges;Superfície (km²);866;4;34,14;
Vallbona de les Monges;Població;866;5;224;
Vallcebre;Comarca;867;1;Berguedà;
Vallcebre;Codi;867;2;82938;
Vallcebre;Altitud (m);867;3;1123;
Vallcebre;Superfície (km²);867;4;27,99;
Vallcebre;Població;867;5;260;
Vallclara;Comarca;868;1;Conca de Barberà;
Vallclara;Codi;868;2;431589;
Vallclara;Altitud (m);868;3;625;
Vallclara;Superfície (km²);868;4;13,63;
Vallclara;Població;868;5;91;
Vallfogona de Balaguer;Comarca;869;1;Noguera;
Vallfogona de Balaguer;Codi;869;2;252402;
Vallfogona de Balaguer;Altitud (m);869;3;235;
Vallfogona de Balaguer;Superfície (km²);869;4;26,97;
Vallfogona de Balaguer;Població;869;5;2008;
Vallfogona de Ripollès;Comarca;870;1;Ripollès;
Vallfogona de Ripollès;Codi;870;2;171707;
Vallfogona de Ripollès;Altitud (m);870;3;956;
Vallfogona de Ripollès;Superfície (km²);870;4;39,2;
Vallfogona de Ripollès;Població;870;5;223;
Vallfogona de Riucorb;Comarca;871;1;Conca de Barberà;
Vallfogona de Riucorb;Codi;871;2;431592;
Vallfogona de Riucorb;Altitud (m);871;3;573;
Vallfogona de Riucorb;Superfície (km²);871;4;10,94;
Vallfogona de Riucorb;Població;871;5;97;
Vallgorguina;Comarca;872;1;Vallès Oriental;
Vallgorguina;Codi;872;2;82943;
Vallgorguina;Altitud (m);872;3;222;
Vallgorguina;Superfície (km²);872;4;22,13;
Vallgorguina;Població;872;5;3273;
Vallirana;Comarca;873;1;Baix Llobregat;
Vallirana;Codi;873;2;82956;
Vallirana;Altitud (m);873;3;177;
Vallirana;Superfície (km²);873;4;23,88;
Vallirana;Població;873;5;16239;
Vall-llobrega;Comarca;874;1;Baix Empordà;
Vall-llobrega;Codi;874;2;172095;
Vall-llobrega;Altitud (m);874;3;49;
Vall-llobrega;Superfície (km²);874;4;5,45;
Vall-llobrega;Població;874;5;902;
Vallmoll;Comarca;875;1;Alt Camp;
Vallmoll;Codi;875;2;431606;
Vallmoll;Altitud (m);875;3;161;
Vallmoll;Superfície (km²);875;4;16,68;
Vallmoll;Població;875;5;1997;
Vallromanes;Comarca;876;1;Vallès Oriental;
Vallromanes;Codi;876;2;82969;
Vallromanes;Altitud (m);876;3;153;
Vallromanes;Superfície (km²);876;4;10,65;
Vallromanes;Població;876;5;2782;
Valls;Comarca;877;1;Alt Camp;
Valls;Codi;877;2;431613;
Valls;Altitud (m);877;3;215;
Valls;Superfície (km²);877;4;55,28;
Valls;Població;877;5;25540;
Valls d'Aguilar, les;Comarca;878;1;Alt Urgell;
Valls d'Aguilar, les;Codi;878;2;259062;
Valls d'Aguilar, les;Altitud (m);878;3;669;
Valls d'Aguilar, les;Superfície (km²);878;4;123,81;
Valls d'Aguilar, les;Població;878;5;259;
Valls de Valira, les;Comarca;879;1;Alt Urgell;
Valls de Valira, les;Codi;879;2;252398;
Valls de Valira, les;Altitud (m);879;3;740;
Valls de Valira, les;Superfície (km²);879;4;171,25;
Valls de Valira, les;Població;879;5;848;
Vandellòs i l'Hospitalet de l'Infant;Comarca;880;1;Baix Camp;
Vandellòs i l'Hospitalet de l'Infant;Codi;880;2;431628;
Vandellòs i l'Hospitalet de l'Infant;Altitud (m);880;3;281;
Vandellòs i l'Hospitalet de l'Infant;Superfície (km²);880;4;102,67;
Vandellòs i l'Hospitalet de l'Infant;Població;880;5;7151;
Vansa i Fórnols, la;Comarca;881;1;Alt Urgell;
Vansa i Fórnols, la;Codi;881;2;259097;
Vansa i Fórnols, la;Altitud (m);881;3;989;
Vansa i Fórnols, la;Superfície (km²);881;4;106,08;
Vansa i Fórnols, la;Població;881;5;189;
Veciana;Comarca;882;1;Anoia;
Veciana;Codi;882;2;82975;
Veciana;Altitud (m);882;3;564;
Veciana;Superfície (km²);882;4;38,9;
Veciana;Població;882;5;170;
Vendrell, el;Comarca;883;1;Baix Penedès;
Vendrell, el;Codi;883;2;431634;
Vendrell, el;Altitud (m);883;3;49;
Vendrell, el;Superfície (km²);883;4;36,8;
Vendrell, el;Població;883;5;41195;
Ventalló;Comarca;884;1;Alt Empordà;
Ventalló;Codi;884;2;172109;
Ventalló;Altitud (m);884;3;28;
Ventalló;Superfície (km²);884;4;25,05;
Ventalló;Població;884;5;922;
Verdú;Comarca;885;1;Urgell;
Verdú;Codi;885;2;252424;
Verdú;Altitud (m);885;3;434;
Verdú;Superfície (km²);885;4;35,79;
Verdú;Població;885;5;874;
Verges;Comarca;886;1;Baix Empordà;
Verges;Codi;886;2;172116;
Verges;Altitud (m);886;3;23;
Verges;Superfície (km²);886;4;9,7;
Verges;Població;886;5;1160;
Vespella de Gaià;Comarca;887;1;Tarragonès;
Vespella de Gaià;Codi;887;2;431649;
Vespella de Gaià;Altitud (m);887;3;191;
Vespella de Gaià;Superfície (km²);887;4;18,04;
Vespella de Gaià;Població;887;5;502;
Vic;Comarca;888;1;Osona;
Vic;Codi;888;2;82981;
Vic;Altitud (m);888;3;484;
Vic;Superfície (km²);888;4;30,58;
Vic;Població;888;5;50405;
Vidrà;Comarca;889;1;Osona;
Vidrà;Codi;889;2;172121;
Vidrà;Altitud (m);889;3;982;
Vidrà;Superfície (km²);889;4;34,39;
Vidrà;Població;889;5;167;
Vidreres;Comarca;890;1;Selva;
Vidreres;Codi;890;2;172137;
Vidreres;Altitud (m);890;3;93;
Vidreres;Superfície (km²);890;4;48,05;
Vidreres;Població;890;5;8852;
Vielha e Mijaran;Comarca;891;1;Aran;
Vielha e Mijaran;Codi;891;2;252430;
Vielha e Mijaran;Altitud (m);891;3;974;
Vielha e Mijaran;Superfície (km²);891;4;211,74;
Vielha e Mijaran;Població;891;5;5857;
Vilabella;Comarca;892;1;Alt Camp;
Vilabella;Codi;892;2;431652;
Vilabella;Altitud (m);892;3;254;
Vilabella;Superfície (km²);892;4;18,19;
Vilabella;Població;892;5;731;
Vilabertran;Comarca;893;1;Alt Empordà;
Vilabertran;Codi;893;2;172142;
Vilabertran;Altitud (m);893;3;19;
Vilabertran;Superfície (km²);893;4;2,29;
Vilabertran;Població;893;5;962;
Vilablareix;Comarca;894;1;Gironès;
Vilablareix;Codi;894;2;172155;
Vilablareix;Altitud (m);894;3;99;
Vilablareix;Superfície (km²);894;4;6,17;
Vilablareix;Població;894;5;4079;
Vilada;Comarca;895;1;Berguedà;
Vilada;Codi;895;2;82994;
Vilada;Altitud (m);895;3;757;
Vilada;Superfície (km²);895;4;22,34;
Vilada;Població;895;5;430;
Viladamat;Comarca;896;1;Alt Empordà;
Viladamat;Codi;896;2;172174;
Viladamat;Altitud (m);896;3;13;
Viladamat;Superfície (km²);896;4;11,73;
Viladamat;Població;896;5;499;
Viladasens;Comarca;897;1;Gironès;
Viladasens;Codi;897;2;172168;
Viladasens;Altitud (m);897;3;96;
Viladasens;Superfície (km²);897;4;15,74;
Viladasens;Població;897;5;205;
Viladecans;Comarca;898;1;Baix Llobregat;
Viladecans;Codi;898;2;83015;
Viladecans;Altitud (m);898;3;18;
Viladecans;Superfície (km²);898;4;20,4;
Viladecans;Població;898;5;67536;
Viladecavalls;Comarca;899;1;Vallès Occidental;
Viladecavalls;Codi;899;2;83008;
Viladecavalls;Altitud (m);899;3;274;
Viladecavalls;Superfície (km²);899;4;20,09;
Viladecavalls;Població;899;5;7816;
Vilademuls;Comarca;900;1;Pla de l'Estany;
Vilademuls;Codi;900;2;172180;
Vilademuls;Altitud (m);900;3;120;
Vilademuls;Superfície (km²);900;4;61,54;
Vilademuls;Població;900;5;898;
Viladrau;Comarca;901;1;Osona;
Viladrau;Codi;901;2;172207;
Viladrau;Altitud (m);901;3;821;
Viladrau;Superfície (km²);901;4;50,73;
Viladrau;Població;901;5;1182;
Vilafant;Comarca;902;1;Alt Empordà;
Vilafant;Codi;902;2;172214;
Vilafant;Altitud (m);902;3;54;
Vilafant;Superfície (km²);902;4;8,36;
Vilafant;Població;902;5;5664;
Vilafranca del Penedès;Comarca;903;1;Alt Penedès;
Vilafranca del Penedès;Codi;903;2;83054;
Vilafranca del Penedès;Altitud (m);903;3;223;
Vilafranca del Penedès;Superfície (km²);903;4;19,65;
Vilafranca del Penedès;Població;903;5;42561;
Vilagrassa;Comarca;904;1;Urgell;
Vilagrassa;Codi;904;2;252445;
Vilagrassa;Altitud (m);904;3;355;
Vilagrassa;Superfície (km²);904;4;19,87;
Vilagrassa;Població;904;5;627;
Vilajuïga;Comarca;905;1;Alt Empordà;
Vilajuïga;Codi;905;2;172235;
Vilajuïga;Altitud (m);905;3;31;
Vilajuïga;Superfície (km²);905;4;13,13;
Vilajuïga;Població;905;5;1180;
Vilalba dels Arcs;Comarca;906;1;Terra Alta;
Vilalba dels Arcs;Codi;906;2;431750;
Vilalba dels Arcs;Altitud (m);906;3;450;
Vilalba dels Arcs;Superfície (km²);906;4;67,25;
Vilalba dels Arcs;Població;906;5;613;
Vilalba Sasserra;Comarca;907;1;Vallès Oriental;
Vilalba Sasserra;Codi;907;2;83067;
Vilalba Sasserra;Altitud (m);907;3;200;
Vilalba Sasserra;Superfície (km²);907;4;6,05;
Vilalba Sasserra;Població;907;5;790;
Vilaller;Comarca;908;1;Alta Ribagorça;
Vilaller;Codi;908;2;252458;
Vilaller;Altitud (m);908;3;981;
Vilaller;Superfície (km²);908;4;59,23;
Vilaller;Població;908;5;497;
Vilallonga de Ter;Comarca;909;1;Ripollès;
Vilallonga de Ter;Codi;909;2;172240;
Vilallonga de Ter;Altitud (m);909;3;1067;
Vilallonga de Ter;Superfície (km²);909;4;64,2;
Vilallonga de Ter;Població;909;5;396;
Vilallonga del Camp;Comarca;910;1;Tarragonès;
Vilallonga del Camp;Codi;910;2;431665;
Vilallonga del Camp;Altitud (m);910;3;124;
Vilallonga del Camp;Superfície (km²);910;4;9,04;
Vilallonga del Camp;Població;910;5;2494;
Vilamacolum;Comarca;911;1;Alt Empordà;
Vilamacolum;Codi;911;2;172253;
Vilamacolum;Altitud (m);911;3;5;
Vilamacolum;Superfície (km²);911;4;5,57;
Vilamacolum;Població;911;5;401;
Vilamalla;Comarca;912;1;Alt Empordà;
Vilamalla;Codi;912;2;172266;
Vilamalla;Altitud (m);912;3;45;
Vilamalla;Superfície (km²);912;4;8,77;
Vilamalla;Població;912;5;1202;
Vilamaniscle;Comarca;913;1;Alt Empordà;
Vilamaniscle;Codi;913;2;172272;
Vilamaniscle;Altitud (m);913;3;169;
Vilamaniscle;Superfície (km²);913;4;5,46;
Vilamaniscle;Població;913;5;185;
Vilamòs;Comarca;914;1;Aran;
Vilamòs;Codi;914;2;252477;
Vilamòs;Altitud (m);914;3;1255;
Vilamòs;Superfície (km²);914;4;15,44;
Vilamòs;Població;914;5;174;
Vilanant;Comarca;915;1;Alt Empordà;
Vilanant;Codi;915;2;172288;
Vilanant;Altitud (m);915;3;98;
Vilanant;Superfície (km²);915;4;16,87;
Vilanant;Població;915;5;405;
Vilanova d'Escornalbou;Comarca;916;1;Baix Camp;
Vilanova d'Escornalbou;Codi;916;2;431671;
Vilanova d'Escornalbou;Altitud (m);916;3;226;
Vilanova d'Escornalbou;Superfície (km²);916;4;17,16;
Vilanova d'Escornalbou;Població;916;5;615;
Vilanova de Bellpuig;Comarca;917;1;Pla d'Urgell;
Vilanova de Bellpuig;Codi;917;2;252483;
Vilanova de Bellpuig;Altitud (m);917;3;290;
Vilanova de Bellpuig;Superfície (km²);917;4;13,98;
Vilanova de Bellpuig;Població;917;5;1149;
Vilanova de l'Aguda;Comarca;918;1;Noguera;
Vilanova de l'Aguda;Codi;918;2;252496;
Vilanova de l'Aguda;Altitud (m);918;3;409;
Vilanova de l'Aguda;Superfície (km²);918;4;53,68;
Vilanova de l'Aguda;Població;918;5;194;
Vilanova de la Barca;Comarca;919;1;Segrià;
Vilanova de la Barca;Codi;919;2;252542;
Vilanova de la Barca;Altitud (m);919;3;195;
Vilanova de la Barca;Superfície (km²);919;4;21,55;
Vilanova de la Barca;Població;919;5;1160;
Vilanova de Meià;Comarca;920;1;Noguera;
Vilanova de Meià;Codi;920;2;252509;
Vilanova de Meià;Altitud (m);920;3;633;
Vilanova de Meià;Superfície (km²);920;4;105,24;
Vilanova de Meià;Població;920;5;478;
Vilanova de Prades;Comarca;921;1;Conca de Barberà;
Vilanova de Prades;Codi;921;2;431687;
Vilanova de Prades;Altitud (m);921;3;893;
Vilanova de Prades;Superfície (km²);921;4;21,51;
Vilanova de Prades;Població;921;5;110;
Vilanova de Sau;Comarca;922;1;Osona;
Vilanova de Sau;Codi;922;2;83036;
Vilanova de Sau;Altitud (m);922;3;558;
Vilanova de Sau;Superfície (km²);922;4;58,84;
Vilanova de Sau;Població;922;5;325;
Vilanova de Segrià;Comarca;923;1;Segrià;
Vilanova de Segrià;Codi;923;2;252516;
Vilanova de Segrià;Altitud (m);923;3;255;
Vilanova de Segrià;Superfície (km²);923;4;8,51;
Vilanova de Segrià;Població;923;5;1088;
Vilanova del Camí;Comarca;924;1;Anoia;
Vilanova del Camí;Codi;924;2;83020;
Vilanova del Camí;Altitud (m);924;3;302;
Vilanova del Camí;Superfície (km²);924;4;10,28;
Vilanova del Camí;Població;924;5;12886;
Vilanova del Vallès;Comarca;925;1;Vallès Oriental;
Vilanova del Vallès;Codi;925;2;89024;
Vilanova del Vallès;Altitud (m);925;3;91;
Vilanova del Vallès;Superfície (km²);925;4;15,2;
Vilanova del Vallès;Població;925;5;5697;
Vilanova i la Geltrú;Comarca;926;1;Garraf;
Vilanova i la Geltrú;Codi;926;2;83073;
Vilanova i la Geltrú;Altitud (m);926;3;22;
Vilanova i la Geltrú;Superfície (km²);926;4;33,99;
Vilanova i la Geltrú;Població;926;5;71305;
Vilaplana;Comarca;927;1;Baix Camp;
Vilaplana;Codi;927;2;431690;
Vilaplana;Altitud (m);927;3;366;
Vilaplana;Superfície (km²);927;4;23,2;
Vilaplana;Població;927;5;558;
Vila-rodona;Comarca;928;1;Alt Camp;
Vila-rodona;Codi;928;2;431704;
Vila-rodona;Altitud (m);928;3;259;
Vila-rodona;Superfície (km²);928;4;33,11;
Vila-rodona;Població;928;5;1388;
Vila-sacra;Comarca;929;1;Alt Empordà;
Vila-sacra;Codi;929;2;172305;
Vila-sacra;Altitud (m);929;3;16;
Vila-sacra;Superfície (km²);929;4;6,03;
Vila-sacra;Població;929;5;879;
Vila-sana;Comarca;930;1;Pla d'Urgell;
Vila-sana;Codi;930;2;252521;
Vila-sana;Altitud (m);930;3;249;
Vila-sana;Superfície (km²);930;4;19,1;
Vila-sana;Població;930;5;754;
Vila-seca;Comarca;931;1;Tarragonès;
Vila-seca;Codi;931;2;431711;
Vila-seca;Altitud (m);931;3;45;
Vila-seca;Superfície (km²);931;4;21,64;
Vila-seca;Població;931;5;24158;
Vilassar de Dalt;Comarca;932;1;Maresme;
Vilassar de Dalt;Codi;932;2;82140;
Vilassar de Dalt;Altitud (m);932;3;142;
Vilassar de Dalt;Superfície (km²);932;4;8,86;
Vilassar de Dalt;Població;932;5;9433;
Vilassar de Mar;Comarca;933;1;Maresme;
Vilassar de Mar;Codi;933;2;82191;
Vilassar de Mar;Altitud (m);933;3;10;
Vilassar de Mar;Superfície (km²);933;4;4;
Vilassar de Mar;Població;933;5;21234;
Vilaür;Comarca;934;1;Alt Empordà;
Vilaür;Codi;934;2;172229;
Vilaür;Altitud (m);934;3;65;
Vilaür;Superfície (km²);934;4;5,49;
Vilaür;Població;934;5;163;
Vilaverd;Comarca;935;1;Conca de Barberà;
Vilaverd;Codi;935;2;431726;
Vilaverd;Altitud (m);935;3;269;
Vilaverd;Superfície (km²);935;4;12,61;
Vilaverd;Població;935;5;494;
Vilella Alta, la;Comarca;936;1;Priorat;
Vilella Alta, la;Codi;936;2;431732;
Vilella Alta, la;Altitud (m);936;3;327;
Vilella Alta, la;Superfície (km²);936;4;5,15;
Vilella Alta, la;Població;936;5;130;
Vilella Baixa, la;Comarca;937;1;Priorat;
Vilella Baixa, la;Codi;937;2;431747;
Vilella Baixa, la;Altitud (m);937;3;218;
Vilella Baixa, la;Superfície (km²);937;4;5,62;
Vilella Baixa, la;Població;937;5;202;
Vilobí d'Onyar;Comarca;938;1;Selva;
Vilobí d'Onyar;Codi;938;2;172333;
Vilobí d'Onyar;Altitud (m);938;3;122;
Vilobí d'Onyar;Superfície (km²);938;4;32,59;
Vilobí d'Onyar;Població;938;5;3298;
Vilobí del Penedès;Comarca;939;1;Alt Penedès;
Vilobí del Penedès;Codi;939;2;83041;
Vilobí del Penedès;Altitud (m);939;3;286;
Vilobí del Penedès;Superfície (km²);939;4;9,34;
Vilobí del Penedès;Població;939;5;1157;
Vilopriu;Comarca;940;1;Baix Empordà;
Vilopriu;Codi;940;2;172327;
Vilopriu;Altitud (m);940;3;82;
Vilopriu;Superfície (km²);940;4;16,38;
Vilopriu;Població;940;5;220;
Vilosell, el;Comarca;941;1;Garrigues;
Vilosell, el;Codi;941;2;252537;
Vilosell, el;Altitud (m);941;3;665;
Vilosell, el;Superfície (km²);941;4;18,88;
Vilosell, el;Població;941;5;178;
Vimbodí i Poblet;Comarca;942;1;Conca de Barberà;
Vimbodí i Poblet;Codi;942;2;431763;
Vimbodí i Poblet;Altitud (m);942;3;496;
Vimbodí i Poblet;Superfície (km²);942;4;66,09;
Vimbodí i Poblet;Població;942;5;889;
Vinaixa;Comarca;943;1;Garrigues;
Vinaixa;Codi;943;2;252555;
Vinaixa;Altitud (m);943;3;479;
Vinaixa;Superfície (km²);943;4;37,59;
Vinaixa;Població;943;5;435;
Vinebre;Comarca;944;1;Ribera d'Ebre;
Vinebre;Codi;944;2;431779;
Vinebre;Altitud (m);944;3;34;
Vinebre;Superfície (km²);944;4;26,44;
Vinebre;Població;944;5;428;
Vinyols i els Arcs;Comarca;945;1;Baix Camp;
Vinyols i els Arcs;Codi;945;2;431785;
Vinyols i els Arcs;Altitud (m);945;3;95;
Vinyols i els Arcs;Superfície (km²);945;4;10,83;
Vinyols i els Arcs;Població;945;5;2470;
